,2Y_yield,5Y_yield,10Y_yield,30Y_yield,2s10s_spread,2s10s_zscore,3m10y_spread,curve_level,curve_slope,curve_curvature,2Y_1m_change,2Y_3m_change,5Y_1m_change,5Y_3m_change,10Y_1m_change,10Y_3m_change,30Y_1m_change,30Y_3m_change,2Y_volatility,5Y_volatility,10Y_volatility,30Y_volatility,credit_spread,credit_spread_zscore,credit_spread_1m_change,credit_spread_3m_change,credit_spread_volatility
2011-01-31,1.1098941203356492,-6.516037073549524,-6.471058328331867,-0.19748956028783307,-5.342396173389792,-0.06699086590398437,-4.742705047679818,-7.115638779132917,-5.342396173389792,-2.965191795363602,5.55243519404392,0.0020758181977841594,-9.154194970110948,-0.07440596584883828,-3.148468298098295,-0.0903768423605938,2.2964717416112244,0.04437827290229243,5.175623264082656,9.019458038132496,7.1068556190921655,4.525949353390771,6.500402459750314,0.04770325546952746,6.62858521374221,0.07237272347367264,7.347093786095995
2011-02-01,0.28193210814983805,-6.38072561811541,-5.955936512361102,-0.36290914998019697,-4.441099765693834,-0.06699086590398437,-4.521439326347152,-7.1806912147761635,-4.441099765693834,-2.7483205014234495,4.061060184747007,0.0020758181977841594,-9.661678236274396,-0.07440596584883828,-3.155706107164071,-0.0903768423605938,1.1878005768087365,0.04437827290229243,4.623137472170393,9.33374665366798,6.91047494721442,4.513187187162969,6.646339761095451,0.04770325546952746,6.775748472092668,0.07237272347367264,7.131328835156598
2011-02-02,-0.6471107437753206,-7.001874306978923,-5.268935898331502,0.17831220869082387,-3.351820150172972,-0.06699086590398437,-4.664720941904441,-7.628229152865588,-3.351820150172972,-3.1993781414006643,2.75324470530287,0.0020758181977841594,-10.301743490873509,-0.07440596584883828,-2.9062564806959554,-0.0903768423605938,0.10829849683932802,0.04437827290229243,4.039869283134272,9.528855240884706,6.577631973706612,4.532184494667238,5.3916703056687485,0.04770325546952746,5.595226966743509,0.07237272347367264,6.629986709597727
2011-02-03,-0.6587411118795383,-7.668318314999799,-5.09094511462797,0.9224890051115858,-3.2170369257829075,-0.06699086590398437,-4.803237192806478,-7.905594482062951,-3.2170369257829075,-3.831321586125422,3.021651287738986,0.0020758181977841594,-10.09047455453641,-0.07440596584883828,-2.4248057708739417,-0.0903768423605938,1.2394191162138732,0.04437827290229243,3.1876583110061514,9.86652893712966,6.278666653444192,4.7865364455946375,6.089538965717827,0.04770325546952746,5.609853606372959,0.07237272347367264,6.229480305871584
2011-02-04,-1.034361134214226,-6.2674587617950195,-5.0936886450474095,0.6768113196220984,-2.9772462101241266,-0.06699086590398437,-5.142083780178615,-7.315534757314166,-2.9772462101241266,-2.508119321096321,1.8985654537581007,0.0020758181977841594,-8.8168036309699,-0.07440596584883828,-2.3993889686375462,-0.0903768423605938,1.6300455517639474,0.04437827290229243,2.571899308980787,9.52235157639148,5.949540248678772,4.9772245780736535,6.817546077742436,0.04770325546952746,4.971187261413837,0.07237272347367264,6.125374758255658
2011-02-07,0.07853012255847552,-5.351185442669359,-4.784728341416856,0.6632153898219388,-3.472548038380965,-0.06699086590398437,-5.774610134203955,-5.979895961838618,-3.472548038380965,-2.3356539417053614,2.4235182902377073,0.0020758181977841594,-7.5070302430807265,-0.07440596584883828,-3.478418697673386,-0.0903768423605938,0.9533714200805872,0.04437827290229243,2.0405821669001987,8.909356793191627,5.123720659566797,5.120779651117968,6.972058301984978,0.04770325546952746,5.829502065389284,0.07237272347367264,5.733521116474279
2011-02-08,-0.46279696379223456,-4.856598204080977,-3.7191302329420055,0.8454146836077668,-2.3620358765680187,-0.06699086590398437,-5.226175814656619,-5.338785428553255,-2.3620358765680187,-2.1842974425611072,1.6424559943477557,0.0020758181977841594,-7.544720952129598,-0.07440596584883828,-1.840786396177467,-0.0903768423605938,0.42945118974743274,0.04437827290229243,1.517575839384741,7.784916989954227,4.588499125593109,5.211545661722405,4.8782624301767505,0.04770325546952746,3.660037286000048,0.07237272347367264,5.1734991558441985
2011-02-09,0.12981799792453577,-4.636907490954547,-5.409556110717758,1.0097279000035508,-3.9524300190752855,-0.06699086590398437,-6.06477518768916,-5.929823504022521,-3.9524300190752855,-1.4779644643036811,1.3419941075766346,0.0020758181977841594,-6.465945075893818,-0.07440596584883828,-2.885113080754873,-0.0903768423605938,0.7753825639847846,0.04437827290229243,1.2673079338090751,6.682890196594406,3.9462703957759087,5.37050306201927,5.658899026290922,0.04770325546952746,4.15520870543351,0.07237272347367264,4.565981598355968
2011-02-10,-0.3419585283192727,-3.962068089084831,-7.021752234994225,2.387362741447354,-4.801821575920003,-0.06699086590398437,-7.187528394737097,-6.80537704969825,-4.801821575920003,0.005802274654530796,-0.2808773081073724,0.0020758181977841594,-4.235961603663988,-0.07440596584883828,-2.9669749463589823,-0.0903768423605938,3.2564340783452863,0.04437827290229243,1.2985433720864408,5.941649416234259,3.693612507173802,6.1175644602855455,6.622133384570379,0.04770325546952746,4.195650795946781,0.07237272347367264,4.154346654604303
2011-02-11,-0.5129769398062047,-4.141550908948882,-6.381950330181746,2.215132636121611,-4.2341704032403085,-0.44077401769206825,-7.301151891215665,-6.607072843246099,-4.2341704032403085,-0.3636056778387137,0.18987263667172413,0.0020758181977841594,-3.635106251629947,-0.07440596584883828,-2.4028173676813993,-0.0903768423605938,2.668926387496245,0.04437827290229243,1.2511147742769988,5.340708172984423,3.3406888991566794,6.6613137312778745,6.633935411077523,0.9740899327967377,4.556444242309104,0.07237272347367264,3.4578923645952444
2011-02-14,-0.28682723464455306,-3.920258733329246,-6.888825506715373,1.0633374210667255,-4.74223634339537,-0.6224359401522196,-7.787785582966317,-6.66840987565598,-4.74223634339537,-0.04180345167441714,-0.6994776319574489,0.0020758181977841594,-2.0864711871175023,-0.07440596584883828,-1.498408461166731,-0.0903768423605938,3.36900478654881,0.04437827290229243,1.2841559270937324,5.059891275716538,3.277197658296683,6.612966918601468,6.656744671732367,0.9541503027913036,3.6593612005278477,0.07237272347367264,2.9488728131812114
2011-02-15,0.2350399502915149,-4.110041959570151,-6.633037310408721,0.9611431253733509,-4.895177393140347,-0.667932788879137,-8.078485548748086,-6.327646804639154,-4.895177393140347,-0.5280625117623997,-0.1688430546108323,0.0020758181977841594,-2.5281420993877037,-0.07440596584883828,0.06245231613135821,-0.0903768423605938,5.297800615197044,0.04437827290229243,1.2795631569338444,4.660561993252798,3.2745245492614665,5.7052891839891515,5.668994795802005,0.6129345578080001,2.3770496612053096,0.07237272347367264,2.4565488162445344
2011-02-16,0.6626268178257583,-3.861482379148213,-6.461107696066913,2.160046866348694,-5.047413759836012,-0.7124783446410993,-7.621071154991196,-5.840693420188352,-5.047413759836012,-0.5722240984940148,-0.6494541637672407,0.0020758181977841594,-2.0589777614457017,-0.07440596584883828,-0.4812192574906199,-0.0903768423605938,6.905057586142743,0.04437827290229243,1.142263667731597,4.284676801949876,3.2595210323005053,4.655879614847624,5.548739107977566,0.5624475761232721,1.8674555431874977,0.07237272347367264,2.0353896389937733
2011-02-17,0.2326803304749281,-3.471998780659548,-4.586290158049732,2.4128567010443027,-3.4298390387509983,-0.07688816110846984,-6.081809587793101,-4.696413442560271,-3.4298390387509983,-0.9196253038974831,-0.9919420756703359,0.0020758181977841594,-1.7616581455828557,-0.07440596584883828,1.1941032546547645,-0.0903768423605938,6.18079054685339,0.04437827290229243,0.9843476711673245,3.868911422057199,3.445081802453807,3.9000434883543544,3.8368772830274867,-0.020700729697841893,0.19975451580494208,0.07237272347367264,1.9690499624727376
2011-02-18,0.38187230495471497,-3.1427952329553337,-3.905575058953303,2.4758756714110812,-3.0390176910522984,0.07693143031836393,-5.398586456205332,-4.003389767478001,-3.0390176910522984,-1.0132004795991063,-0.8309131194992966,0.0020758181977841594,-0.7107280849440544,-0.07440596584883828,4.034338911203607,-0.0903768423605938,4.553866640036063,0.04437827290229243,0.8142899000744667,3.7048388126847476,3.5434899568071154,3.7821010597863505,3.9007637962060473,0.0020835404556935884,-0.25413490552777135,0.07237272347367264,2.0543022300131786
2011-02-22,-1.0545736217338257,-2.5976802599264657,-3.100552578503188,1.6593019150572137,-1.5387598532462314,0.6672663031778305,-4.351278131872519,-3.993682073422486,-1.5387598532462314,-0.33783667238615034,-2.1346824959083985,0.0020758181977841594,-0.3099223834479468,-0.07440596584883828,5.254430789777098,-0.0903768423605938,2.721247493053252,0.04437827290229243,0.8740476578953198,3.6171233070815707,3.5980407264995176,3.5932715419657777,1.868367176455951,-0.6963769824092882,-2.809675986463097,0.07237272347367264,2.989223927361551
2011-02-23,-0.7685233994726077,-2.6443802713581794,-3.601191149590862,2.611946381376469,-2.080917998056389,0.43772759289123625,-4.430172945913589,-4.1710279855391015,-2.080917998056389,-0.2668883793241672,-1.1214878487542455,0.0020758181977841594,0.3195122244333166,-0.07440596584883828,4.913604107094678,-0.0903768423605938,3.6665946300621353,0.04437827290229243,0.9434101338538922,3.6935525276049894,3.291119289335802,3.667337391057284,1.0151609015091594,-0.9694948376135724,-4.520337539110325,0.07237272347367264,4.015361060291867
2011-02-24,0.4051515965413969,-2.711840720573096,-4.123666999238564,3.2826061050883397,-3.2099783563331465,-0.02685356815005904,-5.282992618908048,-3.8790392669491505,-3.2099783563331465,-0.5644156197605356,0.652292865494957,0.0020758181977841594,1.1075570194923705,-0.07440596584883828,3.8328340713110003,-0.0903768423605938,4.049526728082913,0.04437827290229243,0.9744126058224619,3.879461158608158,2.944087757265332,4.034731302855191,1.4124151377166445,-0.8089771092363152,-4.654004271010266,0.07237272347367264,4.610795205712282
2011-02-25,1.7985949969476807,-4.119775730728143,-3.0241108567080057,4.15112215587844,-3.3204176192206427,-0.07279640539039318,-4.024646749465172,-3.2265261632073168,-3.3204176192206427,-2.8032113664277887,1.6044272182988517,0.0020758181977841594,-0.23418943907127826,-0.07440596584883828,4.010720371601581,-0.0903768423605938,4.861225796305252,0.04437827290229243,1.445698382856101,3.8628192009864644,3.002351525682367,4.744578769155015,0.6906565234528337,-1.034081387218731,-6.262271859077577,0.07237272347367264,5.068577677676564
2011-02-28,2.104022525275645,-4.682597961386257,-2.492027179375421,3.3506747046304333,-3.1364512489701513,0.003999538460508027,-4.408662544360146,-3.048605437370733,-3.1364512489701513,-3.6376604853485355,1.0757583543071154,0.0020758181977841594,-0.3742236426099758,-0.07440596584883828,4.022549359770054,-0.0903768423605938,4.608596739253187,0.04437827290229243,1.8482422932129074,3.8581913185656562,3.2220522225312367,4.656665231214349,1.283957812287722,-0.805147150557114,-6.246463472742902,0.07237272347367264,5.041958974355003
2011-03-01,2.346774558984338,-3.787838196133812,-2.319299397403373,3.782989102283208,-3.169155191012276,-0.010674022272037429,-3.833297871307425,-2.294632523672287,-3.169155191012276,-3.0676729689256343,1.2993610027611164,0.0020758181977841594,2.676812640627937,-0.07440596584883828,3.779296285158494,-0.0903768423605938,4.747993565431814,0.04437827290229243,2.298108067980903,3.6471811803516356,3.461439223392339,4.715425958647467,1.4575596160401363,-0.728046029698925,-4.300509959172681,0.07237272347367264,5.242713998728512
2011-03-02,0.10345497912866207,-2.98025080475153,-0.8781462659985322,2.4924246244001025,-0.6946289301387687,1.0287766395255258,-2.4067090270987896,-2.1905554365786264,-0.6946289301387687,-2.132574755087707,-0.21030393523425878,0.0020758181977841594,3.336963754713814,-0.07440596584883828,4.630593094843855,-0.0903768423605938,3.403903949387183,0.04437827290229243,2.2961139518202183,3.5151860883303434,4.124227885852899,4.1961552145265255,2.1839008984032713,-0.46092516757362434,-3.8035058975686185,0.07237272347367264,5.221045328098423
2011-03-03,2.525354808566866,-2.8673702729674764,-0.9050987998026913,2.432366498170288,-2.272664583469158,0.3429715874741493,-2.0408771968534802,-0.7928098934778083,-2.272664583469158,-3.0112245918360827,3.3639170184254548,0.0020758181977841594,4.057754403123159,-0.07440596584883828,3.9742588792662743,-0.0903768423605938,2.685620001712286,0.04437827290229243,2.7557393067735227,3.093977394430662,4.670298530329406,3.813074893600662,3.731595337181117,0.09648112188864223,-1.4038217412515561,0.07237272347367264,5.180222734116144
2011-03-04,3.7785586146385888,-3.208378341329325,-1.4225945524045338,2.6215496818558672,-3.449348761839454,-0.1679422876376717,-3.2356602412925692,-0.6098451481135655,-3.449348761839454,-3.5716578528221095,4.71302896635206,0.0020758181977841594,4.377320948111102,-0.07440596584883828,3.334900944315276,-0.0903768423605938,2.022628808597613,0.04437827290229243,3.6352345582714425,2.0290635953500766,4.979029988424178,3.6655433556464843,4.521211282713811,0.38040318074243856,-1.3252578874224927,0.07237272347367264,5.054985081725057
2011-03-07,4.4261295566993,-2.9448199288989696,-1.5965787074087463,3.3373974083725417,-3.9905642995272865,-0.4020175849798134,-3.303471661437414,-0.20594676675425333,-3.9905642995272865,-3.53643465114229,5.804396659651247,0.0020758181977841594,3.2605315838235467,-0.07440596584883828,3.1774801368675134,-0.0903768423605938,3.1712598297265346,0.04437827290229243,4.463179576083333,1.4637143538070805,5.183649486837582,3.513835672593487,4.852086158685721,0.4964050151722989,-1.6653250488604747,0.07237272347367264,4.810081100090098
2011-03-08,4.466953664854784,-4.830808151350441,-0.6649481635513546,3.8885848597571107,-3.35054326594676,-0.11686438989031402,-2.9834881358718417,-0.6847307006803374,-3.35054326594676,-5.548186432869567,4.660896089609006,0.0020758181977841594,0.5088101853429403,-0.07440596584883828,3.7498983479543075,-0.0903768423605938,3.8459458065571734,0.04437827290229243,5.229712522392691,1.2921543614219124,5.5546188114712365,3.4286285079295453,3.361530069733956,-0.0571216026157297,-3.0740087588510194,0.07237272347367264,4.475690693858919
2011-03-09,2.5169434809369515,-4.544713512872185,-1.654197822828208,4.632281299645348,-2.803001507063933,0.1272197737609313,-3.45980474897104,-2.220688947547037,-2.803001507063933,-4.069189021331279,3.158350351541601,0.0020758181977841594,0.3040778501787485,-0.07440596584883828,1.8608851796942962,-0.0903768423605938,4.516706071689358,0.04437827290229243,5.209713758508782,1.2127172325943913,5.714974628581834,3.6129161890197383,2.9487600182335765,-0.20953277128363976,-1.6345343794904228,0.07237272347367264,4.450994660753979
2011-03-10,2.6912746476711877,-5.432265840758669,-1.5944618889729878,5.4467943158872245,-2.872480085911937,0.09392651971425271,-3.366054456816571,-2.5940939494941166,-2.872480085911937,-4.907862924704363,2.7121956879844777,0.0020758181977841594,-0.7831955267235371,-0.07440596584883828,3.469801791738032,-0.0903768423605938,5.293429859443239,0.04437827290229243,5.267703184692011,1.469514296155178,5.731096163298331,4.121426154378739,3.365904240374584,-0.04992765806481471,-1.9457954875033328,0.07237272347367264,4.299532040219227
2011-03-11,2.7320314886839863,-5.328317525569361,-0.24706081857616002,5.337305901972383,-1.935059498353074,0.5160467480656129,-2.329117220452512,-1.6774095318154476,-1.935059498353074,-5.446653352298645,3.258879912363095,0.0020758181977841594,-1.3437903163648333,-0.07440596584883828,6.190547416412838,-0.0903768423605938,3.5169236100834773,0.04437827290229243,5.206086332772196,1.7397857059698945,5.555165520919529,4.720481303929849,2.9092116212889176,-0.22245768772419897,-3.161689068546434,0.07237272347367264,3.9241285002192305
2011-03-14,1.5267006428040262,-4.971023110931511,0.1374937700542207,4.458059783888776,-0.8842654631385177,0.977336432022221,-2.115273738434629,-1.906715805529697,-0.8842654631385177,-4.832014132001712,2.1556497090537845,0.0020758181977841594,-0.8166941190681223,-0.07440596584883828,5.95589960016192,-0.0903768423605938,2.672327601961167,0.04437827290229243,4.96024211400282,1.8692208440356943,5.473604101533067,4.8439863435559065,2.5086640994380573,-0.3729217230195202,-3.514786922863485,0.07237272347367264,3.4721616328248683
2011-03-15,1.9505783509938854,-5.094254976964963,0.0452442982030566,4.759752273610611,-1.2230536674829784,0.8048032249551761,-2.3830313656489337,-1.7980692993959382,-1.2230536674829784,-5.0655742309664795,2.3665526216816937,0.0020758181977841594,-1.1550045028927056,-0.07440596584883828,6.337063318631065,-0.0903768423605938,4.408653075723392,0.04437827290229243,4.742743278802369,2.021941856979799,5.026983291381998,4.604358740533835,2.420606902078268,-0.4020736445921619,-3.6097226602653634,0.07237272347367264,2.8832286051249763
2011-03-16,3.047324810575382,-4.291766703024646,1.6058366719747588,5.230617670126189,-0.8128057739262399,0.9710164313552282,-2.217239642682772,0.23870733384906015,-0.8128057739262399,-5.54719742887921,2.979736953568384,0.0020758181977841594,-0.18062909944110472,-0.07440596584883828,7.536564474830574,-0.0903768423605938,5.09322587141938,0.04437827290229243,4.712794392223715,2.03329233016064,4.839151135985122,4.301107393823145,2.225561453192173,-0.47264174199070164,-2.9309242150832557,0.07237272347367264,2.493268340565727
2011-03-17,3.3478070232474826,-4.666440339552709,1.9088535353018907,4.838297068635707,-0.7894835796580603,0.9596611929206419,-1.1540831221801746,0.37959506178537317,-0.7894835796580603,-6.1190731271407115,2.844163127360435,0.0020758181977841594,-0.7926220037008662,-0.07440596584883828,7.657072447932246,-0.0903768423605938,3.192361246824304,0.04437827290229243,4.762938984378949,2.088870154250377,4.507798023312916,4.244123080712495,2.3085864649640757,-0.4340424840219211,-2.756853504596581,0.07237272347367264,2.02485724073961
2011-03-18,3.639452018700142,-5.11495674589562,0.6814509827506081,4.832861581200345,-1.855019246913796,0.4638398220826325,-2.5945500380411506,-0.4745478094788956,-1.855019246913796,-6.057297148572422,3.613835319058227,0.0020758181977841594,-1.615508272883328,-0.07440596584883828,4.805214177021789,-0.0903768423605938,2.8838633284571062,0.04437827290229243,4.72903016877358,2.190202470755606,4.280338241526355,4.190049994681684,2.1471353770476838,-0.49220142559034674,-1.429225751064,0.07237272347367264,1.938456645915557
2011-03-21,3.980746273815784,-4.415025373878804,0.5976562237918105,5.203264368382374,-2.1346091468930615,0.33035517092153716,-2.8565965202718577,0.0640526153607963,-2.1346091468930615,-5.574059322512716,3.8187376590812847,0.0020758181977841594,-1.2514667043011882,-0.07440596584883828,4.1024033840300325,-0.0903768423605938,3.2510617227775924,0.04437827290229243,4.725786712788527,2.132021337003552,4.102152372527401,4.183938077909843,1.3283286017402445,-0.8085640613265177,-2.185082299047576,0.07237272347367264,1.8965314384503904
2011-03-22,3.689335787488791,-4.558248586992201,1.5948050732660557,6.087108830755609,-1.2339002985897454,0.7370457807635703,-2.072424421866972,0.4373156933792449,-1.2339002985897454,-6.0257443801224895,5.0400685061843165,0.0020758181977841594,-1.9273903781253583,-0.07440596584883828,4.279024371118366,-0.0903768423605938,5.282368530205181,0.04437827290229243,4.022632436233284,1.9344881432233196,4.221865921274456,4.0239488177029825,1.2004820070515503,-0.8456845205476649,-0.5542025515940793,0.07237272347367264,1.9735231695360975
2011-03-23,4.33800110490567,-3.261014085454344,1.7571892795549497,5.147936847409208,-1.535251817188201,0.5877176519594766,-1.6995386780032862,1.6412899312911462,-1.535251817188201,-5.280262083303851,5.426845182021506,0.0020758181977841594,-0.6076943745133447,-0.07440596584883828,4.88853850495176,-0.0903768423605938,3.0224188364845235,0.04437827290229243,3.340630840055775,1.784168280084956,4.13961489058157,3.827125351566224,0.3061026796967589,-1.1800582180301984,-0.5894593295360937,0.07237272347367264,2.128105383571634
2011-03-24,5.635168764256459,-3.112582293650769,2.993233299422821,5.846423902208396,-1.4861118290995146,0.601918725422319,-1.4282917553183874,3.214724540460446,-1.4861118290995146,-6.242608668845199,5.5585663443608135,0.0020758181977841594,-0.39569585454573136,-0.07440596584883828,6.505138645504454,-0.0903768423605938,3.0556611567841276,0.04437827290229243,3.442881015358163,1.676881636756228,4.0601476907539364,3.9726975731642216,0.014742156727541412,-1.2657290285997531,-1.1791250509721294,0.07237272347367264,2.3971924829981015
2011-03-25,5.625250467124412,-2.514209992967964,2.162109719964776,5.738467652046099,-2.0741422581213613,0.3211674756449902,-1.9883431368388298,3.036628392189978,-2.0741422581213613,-5.363525213040235,4.061696579085034,0.0020758181977841594,1.5744267329603068,-0.07440596584883828,4.730272655057155,-0.0903768423605938,1.8891746946043104,0.04437827290229243,3.794840933534552,1.953952601988409,3.9105055907423902,4.163089133916802,-0.7465255981108554,-1.5225784321414138,-1.2129570093636177,0.07237272347367264,2.7575929458317625
2011-03-28,4.927115415172061,-1.6077760385299187,2.115577653982552,5.567993959217748,-1.6580948499451473,0.5117486636117901,-1.2833205132690788,3.1370586349533496,-1.6580948499451473,-4.302016475781033,2.991265138196487,0.0020758181977841594,3.017184171690907,-0.07440596584883828,4.198353563220907,-0.0903768423605938,2.6417366054832256,0.04437827290229243,3.8891827830129113,2.4564403094915224,3.772767073133488,4.127501313524652,0.43972007753542236,-1.033853770362695,-0.705214508987052,0.07237272347367264,2.8742759369981004
2011-03-29,3.6983870418388665,-1.5641246901026162,2.4139869908954834,6.270419192060943,-0.6538524275397322,0.9709662780783946,-1.2555675301842046,2.6619919944754136,-0.6538524275397322,-3.9007002559603965,1.4217378129457299,6.253550505178461,2.1814259070691846,-3.8220472880996965,4.313892103845007,5.401216265238032,2.9644089764561627,6.285849121653258,3.8126096484125322,2.89605041160351,3.6282098429304206,4.3430367764265805,2.274108427161564,-0.3066753675145463,0.7169288355656261,3.230856610104226,2.846742430708034
2011-03-30,4.124446115733518,-2.747199578393928,1.461431874402874,5.8582850682254195,-1.6093293421362578,0.5099290589387534,-2.314335626676485,1.6329199169601971,-1.6093293421362578,-4.630892639378291,4.26898111870247,6.138175870224726,0.2266661850187226,-5.39652783411398,2.1133658788788066,3.928151354264639,4.013775266687761,5.41254821257319,2.861958846350183,2.930844204057065,3.5724211122800487,3.8584143549957983,2.676285880093496,-0.14518223917138803,0.43934504027556853,3.6178551139118165,2.856997729607223
2011-03-31,4.639867922658011,-2.0919447334197057,1.491325254756034,6.116107929418207,-1.9196805209723067,0.35745412671096627,-2.6565889028274317,2.313437322234556,-1.9196805209723067,-4.307147115191104,2.2354716427994608,6.312888988269553,0.759258514980772,-4.8606745635517,2.1656240958086403,3.5430424065602595,4.393513502018303,4.530128882564672,2.8212986507387052,3.084904031997574,3.48346986270614,3.1934665688156065,2.138039150301778,-0.35713500859143243,-1.34686123492579,3.0192329189486324,2.7350259612515577
