,1M,3M,6M,1Y,2Y,3Y,5Y,7Y,10Y,20Y,30Y,2s10s_spread,3m30y_spread,level,slope,curvature
2010-02-25,0.3910181650863659,0.5004338990492809,0.6082772286880042,0.8145481540025357,1.1192466749928753,1.4223727916590232,1.7239265040009792,1.9239078120187434,2.1223167157123157,2.419153215081696,2.614417310126885,1.0030700407194404,2.113983411077604,1.65516329823539,1.0030700407194404,0.20628961729676742
2010-02-26,0.3972706601213377,0.5060182382933184,0.6134686705853934,0.8196219569975634,1.1244780975298276,1.428037092182187,1.7302989409546408,1.931263643847189,2.1309312008598322,2.429301611992569,2.626374877245402,1.0064531033300046,2.1203566389520834,1.6619027464481002,1.0064531033300046,0.20518858351962166
2010-03-01,0.4035081045347578,0.5105082599402839,0.6164705526801048,0.8213949827542205,1.125281550162631,1.428130254905336,1.729941096982336,1.9307140763936306,2.1304491931392198,2.429146447219104,2.626805838633283,1.0051676429765888,2.1162975786929987,1.6618906134280624,1.0051676429765888,0.20415145066282125
2010-03-02,0.4030976443601833,0.5111502651014181,0.6177952786029262,0.8230326848647074,1.1268624838867614,1.4292846756690887,1.7302992602116891,1.9299062375145626,2.128105607577709,2.424897370401129,2.620281525984822,1.0012431236909478,2.1091312608834034,1.6617557838920531,1.0012431236909478,0.2056304289589077
2010-03-03,0.40200149052625334,0.5089170503568703,0.6146570288819835,0.8192214261015931,1.1226102420156987,1.4248234766243009,1.7258611299273994,1.925723201924994,2.124409692617085,2.4219206020036723,2.618255930084756,1.0017994506013863,2.1093388797278854,1.657627021520061,1.0017994506013863,0.20470232522201526
2010-03-04,0.3914674055598423,0.49594485323288623,0.5997352996527712,0.8028387448194971,1.1052551887330642,1.4069846313934722,1.7080270728007212,1.908382512954811,2.1080509518557426,2.407032389503514,2.6053268258981275,1.0027957631226785,2.109381972665241,1.640444404463176,1.0027957631226785,0.2027480050126358
2010-03-05,0.3824899110087046,0.4853445086417479,0.5881209236473056,0.790819156025378,1.0934392057759645,1.395981072899066,1.6984447573946817,1.9008302592628117,2.1031375785034565,2.4053667151166156,2.6075176691022897,1.009698372727492,2.122173160460542,1.631673847224701,1.009698372727492,0.20031273050994214
2010-03-08,0.38268186649655844,0.481596974986102,0.5813507686955476,0.7819432476248951,1.0833744117741446,1.3856442611432962,1.6887527957323498,1.892700015541305,2.0974859205701626,2.4031105108189217,2.609573786287583,1.014111508796018,2.1279768113014814,1.6232043760255523,1.014111508796018,0.19664525912039243
2010-03-09,0.39510726215440384,0.494589608320237,0.5946220020581505,0.7952044433681441,1.0963369322502179,1.3980194687043717,1.700252052730606,1.90303468432892,2.1063673634993143,2.4102500902417887,2.6146828645563436,1.0100304312490964,2.120093256236107,1.634318782826713,1.0100304312490964,0.19779980971167976
2010-03-10,0.39473968247709995,0.49204559191407987,0.5908052994595864,0.7910188051136197,1.0926861088761797,1.3958072107472659,1.700382110726879,1.9064108088150187,2.1138933050116853,2.4228295993168776,2.6332196917305972,1.0212071961355056,2.141174099816517,1.6356538415382478,1.0212071961355056,0.19418480756589318
2010-03-11,0.3761543264888539,0.4740196014568067,0.5732253284889633,0.7737715075853238,1.0756581387458881,1.3788852219706562,1.683452757259628,1.8893607446128038,2.0966091840301835,2.405198075511766,2.6151274190575537,1.0209510452842954,2.141107817600747,1.6185733600118999,1.0209510452842954,0.19463819174318475
2010-03-12,0.37436603689219633,0.47385330179186597,0.5744914298100177,0.7762804209466514,1.0792202752017672,1.383310992575365,1.6885525730674449,1.894945016678007,2.1024883234070515,2.411182493254577,2.621027526220585,1.0232680482052843,2.1471742244287193,1.6234203905587545,1.0232680482052843,0.19539654752607127
2010-03-15,0.37421049137501267,0.47261854554741345,0.5722821259982572,0.773201232727544,1.0753758657352737,1.3788060250214462,1.6834917105860618,1.8894329224291204,2.0966296605506223,2.405081924950567,2.614789715628954,1.0212537948153486,2.1421711700815402,1.6184990789573195,1.0212537948153486,0.19497789488622796
2010-03-16,0.36446157056504447,0.4640709086862837,0.5647495134590561,0.7664973848833618,1.0693145229592007,1.3732009276865726,1.678156599065478,1.8841815370959165,2.091275741777888,2.3994392131113926,2.6086719510964307,1.0219612188186873,2.144601042410147,1.6129156212675222,1.0219612188186873,0.19572293339386748
2010-03-17,0.36982087177903017,0.46916669632888164,0.5697094816552731,0.7714492277582048,1.0743859346376765,1.3785196022936883,1.6838502307262404,1.890377819935332,2.0981023699209644,2.4070238806831363,2.6171423522218484,1.023716435283288,2.147975655892967,1.618779511761627,1.023716435283288,0.19521215689383986
2010-03-18,0.38693895908899584,0.4862960454970929,0.586427667981654,0.7873338265426794,1.0890145211801687,1.3914697518941224,1.6946995186845404,1.898703821551422,2.1034826604947687,2.4090360355145783,2.6153639466108527,1.0144681393146,2.1290679011137597,1.6290655667864928,1.0144681393146,0.19690185569414353
2010-03-19,0.38569787952372775,0.48741404478925676,0.5898283452985896,0.7929407810517265,1.096751352048667,1.4012600582894112,1.7064668997739596,1.9123718765023117,2.1189749884744677,2.4262762356904273,2.634275618150191,1.0222236364258008,2.146861573360934,1.6407310800990313,1.0222236364258008,0.19720745902478454
2010-03-22,0.37342364645561194,0.4745792177645827,0.576844310632353,0.780218925058923,1.0847030610442923,1.3902967185884616,1.6969998976914302,1.9048125983531983,2.1137348205737667,2.4237665643531336,2.634907829691301,1.0290317595294745,2.1603286119267184,1.631812593103163,1.0290317595294745,0.1955619137648017
2010-03-23,0.3722033766949675,0.4730439209474531,0.5749757271454803,0.7779987952890492,1.0821131253781595,1.3873187174128117,1.6936155713930052,1.9010036873187408,2.1094830651900174,2.4190537050068364,2.6297156067691967,1.0273699398118579,2.1566716858217436,1.6284039206537273,1.0273699398118579,0.19563495221783356
2010-03-24,0.38131055128476216,0.48084492786388644,0.5815158770403092,0.7833233988140303,1.0862674931850496,1.3903481601533676,1.695565399718984,1.9019192118818984,2.1094095966421116,2.4180365539996225,2.627800083954433,1.023142103457062,2.1469551560905464,1.6304141631820483,1.023142103457062,0.19545370961080666
2010-03-25,0.3902787116964026,0.48947627749853756,0.5899624986514804,0.7917373751552312,1.09480090700979,1.3991530942151567,1.7047939367713314,1.9117234346783136,2.119941587936104,2.4294483965447022,2.6402438605041088,1.0251406809263142,2.150767583005571,1.6398454772390751,1.0251406809263142,0.19484537859676898
2010-03-26,0.3873948040795131,0.4849933148348449,0.5842550926623665,0.7851801375620775,1.087768449533978,1.3920200285780684,1.6979348746943481,1.9055129878828174,2.1147543681434766,2.4256590154763247,2.638226929881363,1.0269859186094985,2.153233615046518,1.6334858974572677,1.0269859186094985,0.1933469317112415
2010-03-29,0.3804494201456799,0.48078712343512775,0.5822584218888647,0.7848633155068905,1.0886018042892052,1.393473888235809,1.6994795673467018,1.9066188416218832,2.114891711061354,2.4242981756651134,2.634838235433162,1.0262899067721487,2.1540511119980343,1.634324360899087,1.0262899067721487,0.19546561934284457
2010-03-30,0.369597231528324,0.4692847975793201,0.5702930064911931,0.7726218582639433,1.07627135289757,1.3812414903920738,1.6875322707474547,1.8951436939637123,2.104075760040847,2.4143284689788587,2.625901820777747,1.027804407143277,2.156617023198427,1.6226264612286239,1.027804407143277,0.19471742855649232
2010-03-31,0.35456768206250416,0.45514760946331434,0.556962375200444,0.7600119792738935,1.0642964216836621,1.3698157024297508,1.6765698215121587,1.8845587789308864,2.093782574685933,2.4042412087773,2.6159346812049864,1.029486153002271,2.160787071741672,1.6115496059605847,1.029486153002271,0.195060646654722
2010-04-01,0.3557896875801108,0.45757696211106375,0.5606523991048359,0.7650159985614277,1.0706677604808386,1.377607684863069,1.6858357717081187,1.8953520210159878,2.106156432786676,2.4182490070201843,2.6316297437165113,1.0354886723058376,2.1740527816054476,1.620886654991878,1.0354886723058376,0.19484735014872268
2010-04-02,0.3686314721797005,0.4694605216713243,0.5719169176800912,0.7760006602060019,1.0817117492490556,1.3890501848092525,1.6980159668865928,1.9086090954810766,2.1208295705927034,2.4346773922214737,2.6501525603673874,1.0391178213436478,2.1806920386960633,1.6335190955761174,1.0391178213436478,0.19349061393142675
2010-04-05,0.3707712751556232,0.47227029792637004,0.5750145274858085,0.7790039638339386,1.08423860697076,1.3907184568962727,1.6984435136104774,1.9074137771133732,2.117629247404961,2.42908992448524,2.641795808354211,1.033390640434201,2.1695255104278406,1.633437122662066,1.033390640434201,0.19501917284523396
2010-04-06,0.37196850098809503,0.47628829460723243,0.5815292487937995,0.7876913635477965,1.094774638869223,1.4027790747580793,1.7117046712143655,1.9215514282380812,2.1323193458292264,2.444008423987802,2.656618662713807,1.0375447069600034,2.180330368106574,1.646266218637605,1.0375447069600034,0.19631535773028164
2010-04-07,0.3635109285017023,0.4722583558263158,0.5813076061312507,0.7906586794165069,1.1003115756820845,1.4102662949279834,1.7205228371542034,1.9310812023607449,2.1419413905476077,2.453103401714792,2.664567235862297,1.0416298148655232,2.1923088800359816,1.654258601127965,1.0416298148655232,0.19879270807871485
2010-04-08,0.3402011293995631,0.4528914023348286,0.565707767389051,0.7786502245622303,1.0917187738543663,1.4049134152654597,1.7182341487955097,1.9316809744445165,2.1452538922124806,2.458952902099401,2.672778004105279,1.0535351183581143,2.21988660177045,1.651735604954119,1.0535351183581143,0.1994956315241727
2010-04-09,0.3520934203096029,0.4617443766357232,0.5719471634310017,0.7827017806954384,1.0940082284290331,1.4058665066317861,1.7182766153036972,1.931238554444766,2.144752324054994,2.4588179241343786,2.6734353546829226,1.0507440956259608,2.2116909780471996,1.6523457225959082,1.0507440956259608,0.19779267812336743
2010-04-12,0.3660182015315643,0.47608568542223667,0.5866664118817557,0.7977603809101215,1.1093675925073336,1.4214880466733926,1.734121743408298,1.9472686827120504,2.1609288645846494,2.4751022890260947,2.689788956036387,1.0515612720773158,2.2137032706141504,1.6681394001667602,1.0515612720773158,0.1979470297246131
2010-04-13,0.37339018486510006,0.48330534990232643,0.5933049175417898,0.8033888877834905,1.113557260627428,1.4238100360736028,1.7341472141220147,1.9445687947726635,2.1550747780255497,2.4656651638806726,2.6763399523380325,1.0415175173981217,2.193034602435706,1.6675930842583309,1.0415175173981217,0.19966238959105187
2010-04-14,0.385299518152194,0.4964672097379876,0.6075638867277544,0.8185895491214941,1.129544196919207,1.440427830120893,1.7512404487265518,1.961982052736184,2.172652642149789,2.4832522169673674,2.693780777188919,1.043108445230582,2.1973135674509314,1.6844790959318494,1.043108445230582,0.20028405838410768
2010-04-15,0.35886734519514923,0.47162935733580247,0.5838442391353119,0.7955119905936775,1.106632611710899,1.4172061024869766,1.7272324629219105,1.9367116930157,2.1456437927683467,2.454028762179848,2.6618666012502064,1.0390111810574476,2.190237243914404,1.6598362891337188,1.0390111810574476,0.2021885213645751
2010-04-16,0.35521876906131433,0.47152449498328547,0.5869230310115588,0.8014143771461342,1.1149985333870118,1.4276754997341914,1.739445276187673,1.9503078627474568,2.1602632594135427,2.46931146618593,2.677452483064621,1.0452647260265309,2.2059279880813354,1.671569022996076,1.0452647260265309,0.20362875957479165
2010-04-19,0.36073995241431633,0.47571116413548925,0.5898996080142486,0.8033052840505944,1.1159281922445268,1.4277683325960455,1.738825705105151,1.9491003097718427,2.158592146596121,2.4673012155779857,2.675227516717437,1.0426639543515943,2.1995163525819477,1.6711153479819327,1.0426639543515943,0.20313107136965414
2010-04-20,0.36384804744688193,0.47882045371996823,0.5926344526862231,0.8052900443456464,1.1167872286982385,1.427126005743999,1.7363063754829282,1.9443283379150258,2.1511918930402922,2.4568970408587263,2.6614437813703296,1.0344046643420537,2.1826233276503615,1.6680951657404863,1.0344046643420537,0.20463362922732564
2010-04-21,0.3693472425261562,0.48224619165904714,0.5943427764627719,0.8056369969373299,1.1161288530827218,1.4258183448989474,1.7347054723860065,1.9427902355438993,2.1500726343726257,2.4565526688721855,2.6622303390425794,1.033943781289904,2.179984147383532,1.6669689866137845,1.033943781289904,0.20320945731666518
2010-04-22,0.3592067516545722,0.4702326262350418,0.5804333779932792,0.7898090069292846,1.098359513043058,1.406084896334599,1.712985156803908,1.9190602944509851,2.12431030927583,2.428735201278443,2.632334970458824,1.0259507962327723,2.1621023442237823,1.6452183263742655,1.0259507962327723,0.20330049128892824
2010-04-23,0.35342572491154967,0.4650794425728464,0.5759354277171733,0.7859936803445303,1.0952542004549175,1.403716988048335,1.7113820431247826,1.91824936568426,2.124318955726768,2.4295908132523056,2.6340649382608743,1.0290647552718506,2.1689854956880277,1.643651733102156,1.0290647552718506,0.20319093006787936
2010-04-26,0.366765519922733,0.47675501161112877,0.5858576914329201,0.7940735593881072,1.1014026154766896,1.4078448596986681,1.713400292054042,1.9180689125428116,2.121850721164977,2.4247457179205374,2.626753902809494,1.0204481056882873,2.1499988911983654,1.6455512095652363,1.0204481056882873,0.2035472474664175
2010-04-27,0.3829478681413197,0.4918529165233957,0.6001184643472013,0.8077445116127365,1.1147310583200014,1.421078104468996,1.72678565005972,1.9318536950921736,2.136282239566357,2.44007128348227,2.643220826839913,1.0215511812463556,2.1513679103165173,1.6592663159820262,1.0215511812463556,0.2025580022330815
2010-04-28,0.3897205448334183,0.4954200311572392,0.6007306280868783,0.8056523356223358,1.1101851537636114,1.4143290825107055,1.7180841218636178,1.921450271822348,2.124427532386897,2.4270159035572636,2.6292153853334495,1.0142423786232857,2.1337953541762102,1.6508989360047088,1.0142423786232857,0.20155555757672694
2010-04-29,0.38390720653099397,0.4888039167835247,0.5934189550344855,0.7977523212838766,1.1018040155316977,1.405574037777949,1.7090623880226308,1.9122690662657424,2.1151940725072844,2.4178374067472563,2.6201990689856585,1.0133900569755867,2.131395152202134,1.6420201586872043,1.0133900569755867,0.20112668800627942
2010-04-30,0.37180232352794124,0.47752911562376943,0.5831549682319184,0.7886798813523878,1.0941038549851776,1.3994268891302886,1.7046489837877197,1.909770138957472,2.114790354639544,2.4197096308339376,2.624527967540651,1.0206864996543665,2.146998851916882,1.6378477311374804,1.0206864996543665,0.2004037579507174
2010-05-03,0.37872892590794216,0.4851217750198915,0.5913458159497871,0.7974010486976287,1.1032874732634164,1.4090050896471502,1.71455389784883,1.9199338978684557,2.1251450897060282,2.4301874733615456,2.63506104883501,1.0218576164426119,2.149939273815119,1.6476621536060916,1.0218576164426119,0.2006752327282153
2010-05-04,0.38741831104318175,0.49216689422021714,0.5969201741774096,0.8016781509147591,1.1064408244322657,1.4112081947299289,1.7159802618077493,1.9207570256657265,2.125538486303861,2.4303246437221517,2.6351154979206006,1.0190976618715952,2.1429486037003835,1.6493198575146255,1.0190976618715952,0.1999812128793721
2010-05-05,0.38160097089925915,0.4868048945840378,0.5919053941608218,0.7969024696296113,1.101796120990406,1.4065863482432062,1.7112731513880117,1.9158565304248223,2.1203364853536386,2.4247130161744597,2.628986122887287,1.0185403643632327,2.142181228303249,1.6444685859106853,1.0185403643632327,0.20041369643197893
2010-05-06,0.3866480241144953,0.4918667511354046,0.5969827681674111,0.8019960752105152,1.1069066722647163,1.4117145593300147,1.7164197364064107,1.921022203493904,2.125521960592495,2.4299190077021824,2.6342133448229674,1.0186152883277786,2.142346593687563,1.649616123087874,1.0186152883277786,0.20041083995561015
2010-05-07,0.3847063603800261,0.4907932047458662,0.5966894531230064,0.8023951055114469,1.107910161911187,1.4132346223222279,1.7183684867445685,1.923311755178209,2.12806442762315,2.432626504079391,2.6369979845469325,1.0201542657119629,2.1462047798010664,1.6514476920929686,1.0201542657119629,0.20076238395480006
2010-05-10,0.4003126650231207,0.5056910457222996,0.6107325205001966,0.8154370893568116,1.1198047522921442,1.423835509306195,1.7275293603989639,1.9308863055704506,2.1339063448206557,2.436589478149578,2.638935705557219,1.0141015925285115,2.1332446598349195,1.6604134858372543,1.0141015925285115,0.20134762368512815
2010-05-11,0.3889510741196669,0.4959143430814125,0.6023201903466052,0.8081686159152449,1.1134596197873314,1.4181932019628651,1.722369362441846,1.9259881012242734,2.129049418310148,2.431553313699469,2.633499787392238,1.0155897985228166,2.1375854443108255,1.6549594668464416,1.0155897985228166,0.20222968678621234
2010-05-12,0.40013179101942087,0.503717194600007,0.6068948373172749,0.8096647191712247,1.1120268401618563,1.4139812002891698,1.7155277995531648,1.9166666379538422,2.1173977154912014,2.417721032165242,2.6176365879759644,1.005370875329345,2.1139193933759577,1.6483174517354076,1.005370875329345,0.20163104345327199
