,price_IEF,price_TLT,price_SHY,price_LQD,price_HYG,price_JNK,price_MUB
2010-02-01,110.68749717282907,87.0805317251335,105.50158515983703,90.82562079047342,117.38753024498374,117.35087435127629,107.03228368255049
2010-02-02,108.74736349067373,85.39528352222388,105.14795618312732,83.6650610204851,104.76779417315231,104.66021833447147,105.49827205431684
2010-02-03,117.26906212942659,96.4875006533647,108.32566574881855,109.61300024835452,108.37137630684191,108.53719187472699,111.89642413392825
2010-02-04,126.4286320736427,108.21686840871749,110.04910261173373,103.94006942560691,112.56263951719941,112.88934850808441,119.09799321568522
2010-02-05,125.66817655506979,110.13533452436114,109.50517046977082,104.87971301156645,117.92333959417621,118.26147898053709,119.13657282171499
2010-02-08,137.5893587991855,134.32611960784146,112.08460284734272,111.75783185563206,124.39768970881642,124.7781684986288,129.1776324130329
2010-02-09,133.81747818038474,120.7082408576711,111.61094212245796,115.2961228732466,114.11795088992352,114.2060267174478,125.59760490388256
2010-02-10,136.07373582136094,124.1992113279678,112.83518880652511,126.03848714564943,122.17867829981358,122.29208919292185,127.04886627830545
2010-02-11,138.94979394717396,138.42738896554928,112.95500377994337,120.35729145599991,112.03741207816768,112.30426429138463,130.3154713059652
2010-02-12,147.74917727391468,180.70747310685206,113.22707064631084,143.9703706938633,118.15009604656099,118.5681246634862,139.78645020156608
2010-02-15,128.0517520434844,141.2008141215136,108.54714959472558,128.84881137807614,91.39832568109313,91.6780800736757,125.0110354179822
2010-02-16,123.10013046935546,143.8477715601457,107.50259486164965,97.1790531637747,98.81269332897126,99.07471668064768,121.69253008477763
2010-02-17,131.93152796010855,158.60003824684134,110.10354200836045,107.2079704991509,110.43561100931618,110.71879170532232,128.4590477840451
2010-02-18,126.23410242924864,124.13808303940041,109.31707346807273,99.55494795562514,113.08372141707696,113.35696375022383,121.95909160842857
2010-02-19,137.76346488716197,149.12988163206268,112.08030714122108,105.21541140685517,112.63364129686828,112.6956578166942,131.48976989985053
2010-02-22,136.32226876100603,165.11253243289914,110.69857500123099,122.34035414301768,113.06697538290076,113.2890560052153,132.24965082320514
2010-02-23,153.13077115592515,210.46946522559196,115.00725770010021,151.02005235158364,131.15104872755467,131.4592863368364,146.40549587642437
2010-02-24,168.4629159697351,268.43811830645245,117.89536539744756,156.3863588065738,128.2786187614949,128.4105907815696,160.0501558143308
2010-02-25,159.2655603127844,224.78675562574526,117.46741102551172,148.03738720520894,144.53991697924792,144.80907350009784,151.54595393382482
2010-02-26,151.04410990423392,184.73785507851795,116.31959814496977,141.96995020372376,124.68280656088787,124.88061817658246,143.94548334426912
2010-03-01,151.6276556976488,183.69989121983437,115.86947442467874,133.36662677298932,116.85379826978833,117.07402954785059,144.58127863918008
2010-03-02,152.34893954920855,201.68278166834867,115.35732970510469,141.94671351761932,126.32799404452192,126.53447727072152,146.6062357313281
2010-03-03,156.9059902105659,208.15382688326042,116.34889571874064,160.75066137418352,127.87275850470195,128.19975781708644,149.78719108946473
2010-03-04,175.89387369982543,248.7041799046063,120.27024600778195,167.61847117930222,137.87970090637944,138.39903194182665,164.48412260238064
2010-03-05,185.0445574995936,240.4221244928456,123.35772369350855,185.4458505604976,148.68985321772644,149.74519257526669,169.51825166177258
2010-03-08,195.51069592128403,232.6752172806829,125.9146169257932,174.98402332606017,128.87843468853757,129.7875647603959,175.4472052408717
2010-03-09,181.41429197459922,214.7473154098578,122.77188764734711,172.00526048403043,145.6466669722788,146.63822016659003,165.64253726412528
2010-03-10,177.1420156579794,155.12507287206736,123.66476097486661,136.36589659234517,123.86894453934023,124.91779043623949,158.21350262942093
2010-03-11,198.35876969084745,197.3161903754885,127.75221920698145,153.84375100443702,133.8849595210905,135.1952372844744,174.24633900763553
2010-03-12,190.78313916766513,180.12157022210624,126.77579836737291,156.97015027990233,144.17484674071454,145.72907636114707,168.09650535574477
2010-03-15,198.39340226554626,196.77788246007796,127.78280381449825,193.10651080987623,136.74932013177573,138.12561358571037,173.91650619906713
2010-03-16,205.74292225669365,214.74907765488214,129.2503599535748,156.40493668087504,151.3830957656838,152.39088650833304,179.35776111108996
2010-03-17,196.59901091490303,187.2110175419645,128.02614819027195,145.82790392491583,118.36718916538663,118.9852497381933,172.16362926305803
2010-03-18,185.08791821910484,191.9544364398331,124.37154473153748,155.43687982087476,139.20056238770755,139.73788357362042,166.49444802999028
2010-03-19,167.19348816135877,137.38123505923303,122.4476810511197,117.92906713374701,122.27070779422216,122.8468580370307,151.01654598476074
2010-03-22,176.324225684969,136.12879066709624,125.1747068564984,142.09067581523215,130.9871443345302,131.66571220996582,155.62385535262504
2010-03-23,181.37587562868174,146.83596506754597,126.03774343346271,162.4792702483343,135.47156960622823,135.96627539762278,159.60537562648943
2010-03-24,180.3314479064429,150.9157271937956,124.96372433896993,147.41210395766606,103.5181444853712,104.28123406673609,159.82890961065485
2010-03-25,168.11018718517968,122.62417092444929,123.16955129349704,103.4718242186285,106.59978645742333,107.11155776029716,149.5886994296358
2010-03-26,175.46064890542883,126.11578826457813,124.98229308599242,135.08075492973006,112.8386886043037,113.60138279732377,154.34012347506638
2010-03-29,174.1666406113344,132.55333953513104,124.74774324253262,119.19667453483704,120.13397758116588,121.02933144514375,154.2216564315506
2010-03-30,187.8785328035962,150.22456616936077,127.87999997953685,131.2870485125864,112.02460591628552,112.7445721775381,164.23727745352411
2010-03-31,201.7853906428114,172.9340326106899,130.68448215443314,150.26792207414104,133.33300035490888,134.55932881525175,174.3228758562576
2010-04-01,186.36215683479747,132.29174571608982,129.15331282033785,132.5198211771196,107.52407819773472,108.44684076480772,161.51541924843224
2010-04-02,169.12027211153838,95.51282860454033,126.63210631264826,108.73204517206615,113.5408568217103,114.34081250576668,147.40415479312182
2010-04-05,170.52525885150715,107.42424948400986,125.72757964597298,117.21068191705521,113.39036632908946,114.35666036057565,150.21493155119302
2010-04-06,153.9814548474221,83.37867558552352,123.04210482746609,109.71070209680337,92.0075646479141,92.63382111237777,137.00534408093137
2010-04-07,143.8507391260596,73.32350171965437,121.66659108361692,86.29921780048907,86.84199359491029,87.22750489167541,129.19750650111982
2010-04-08,143.2877227821315,64.24724997554263,123.86399097981706,78.90181065456393,87.23508407502396,87.49908547600475,126.69966770136978
2010-04-09,143.69322708218363,63.56885288412094,123.55768357015515,80.08193270629553,98.7444057245985,99.13858158040792,127.04210804996102
2010-04-12,127.81011398537989,47.91164149777799,119.80945670505255,78.42997350309297,85.59760036311168,86.1094060679465,114.85959117240668
2010-04-13,130.22179637560964,57.59516638063772,119.06213989740117,84.89366617126316,84.298870703153,84.70331243491424,118.99323362216938
2010-04-14,114.39188742537414,42.55717745646126,115.2755542622018,64.1748013126821,83.38615462177485,83.82272896272154,106.69457542607951
2010-04-15,134.63178944777766,62.91031808814971,120.60988376094741,71.1838112355366,80.38655692015699,80.80814753723193,123.81729718809444
2010-04-16,121.76404085988506,48.32436739345837,118.63144653260991,67.18041803709644,98.4116321714302,99.06468589972583,113.04335807458143
2010-04-19,122.79774171408134,49.85275916980495,118.55563891097353,67.64055895804537,86.4188241115779,86.97828748031165,114.30704337376122
2010-04-20,126.65872818828201,60.163017381447816,118.30188313686848,70.90297145273877,87.89259240282294,88.47761503673622,119.4973476794817
2010-04-21,127.82639629494378,59.44004169322382,118.55446215162999,74.17520920808843,104.62363431666796,105.45269708349865,120.26963979238091
2010-04-22,149.10427828650967,86.06203733562982,122.62181482434077,93.59374142234644,106.478316073926,107.35282829012816,138.69624679701593
2010-04-23,150.18449420910505,83.76872674618642,123.34848654501275,89.81084923694588,89.11675936179995,90.09791623149438,138.90259573114315
2010-04-26,150.426500465942,92.95468569003168,121.75314980763363,99.65658957636931,94.52501274983659,95.51027416214903,140.89274534876972
2010-04-27,135.80296170996365,69.9735556087906,118.5182996080489,92.53047629651225,75.634666016836,76.72666768056362,128.65134182495405
2010-04-28,145.49672774059962,84.64629271600167,119.55838413001669,86.23018148691627,80.56623841237803,81.67431854668277,138.06795001378782
2010-04-29,154.96172144622162,95.98432720555014,121.6978108932618,90.04552764069733,91.52197511037346,92.86048926454689,145.54124300870535
2010-04-30,157.58449445143435,89.5964176012434,123.465064273654,108.09492815589554,92.62694539845461,93.79901421016181,146.0129705821046
2010-05-03,146.47430271168477,75.41467230448852,120.98359519838618,80.78289646240097,89.42707699831152,90.66567080540113,136.831354047526
2010-05-04,145.68743844782912,75.32275445932672,120.05637859951204,74.6792341901285,108.74829987598378,110.19615786833484,136.40223553997257
2010-05-05,150.75470499819704,82.23313425963198,121.29098736466706,88.49162144139358,100.80089613970442,102.12413657613553,140.68249110031323
2010-05-06,145.3085239761508,75.77643930011688,119.93366117711184,89.80463711259422,85.93378987274248,87.23952776045668,136.40061174709618
2010-05-07,143.03543114476807,72.57169468788707,119.74067173993498,80.90906991879453,81.22621422610642,82.5474346368654,134.44945535460235
2010-05-10,135.43434136540796,70.44692445794412,116.85684120170117,80.298780715149,80.90793358372655,82.36784094684256,129.8822033207728
2010-05-11,139.99199459984442,76.13095175861996,118.43610404135622,84.64174064480346,90.65129552930408,92.30063634108531,133.57540006585765
2010-05-12,148.99162409528572,94.36217824596562,118.74815872387808,85.83137507838623,82.93122987068101,84.36419897124883,142.7609381902297
2010-05-13,155.89856498352526,100.58438695687515,120.43079308610564,104.99394180003756,82.0233083917717,83.32826777246815,148.31796525624765
2010-05-14,174.6453146310904,122.77770233537859,124.585838929827,120.24845734525306,92.7038783276405,94.18642563417937,163.28060897872132
2010-05-17,167.65284478043483,116.03175732945907,123.39042254280326,100.29628955058371,89.72480654376999,91.14896001407651,157.79523003922648
2010-05-18,166.71609995974592,106.71762386450668,123.28138105699534,98.7360262163427,100.01686112788173,101.61129168190608,155.36984031155305
2010-05-19,169.47004669950195,118.90686893914904,123.16403045030047,99.07718603426693,89.09159600313647,90.49316702640576,158.80306867595905
2010-05-20,175.4347104649319,129.7200609996419,123.63865572141167,91.9335985854377,98.33289886622352,99.91283551019038,164.13616707363593
2010-05-21,190.98955908293115,158.79442714187573,126.7685533171526,116.58119449801639,102.22246883138064,103.89974744301642,177.12858231521957
2010-05-24,197.06005810003393,169.03412311455133,127.88407941455078,116.93633624667508,105.71818713288324,107.60480955231564,181.775433293077
2010-05-25,204.28414833313298,183.35299973897,128.75985587395022,137.1872627127258,112.5917602569525,114.87753242228383,187.73299333242494
2010-05-26,214.04414159349938,220.27002501682105,129.7747179391955,129.28489963117147,124.39761109309613,126.86491839955309,197.17732745330434
2010-05-27,215.45348993353352,210.53132215548447,130.72896127835395,142.84875801685135,116.61697860745501,118.67008613111034,197.06798571442278
2010-05-28,213.4993628410521,197.2607798348789,130.05783650062867,132.8615785628924,105.65603453374351,107.33648860376144,195.06983626929394
2010-05-31,184.9022969051576,143.86472482055473,125.23183032615201,110.80995464216514,107.2742825137255,108.94884464163283,173.27983529060947
2010-06-01,179.24654183414847,110.82014686475536,125.7825711875613,93.89469237901477,91.51890638638532,92.87064479890283,165.3138764056947
2010-06-02,179.28245634665006,119.0765884362356,124.6961897343846,112.32377835433476,93.28327355639729,94.80271944441009,166.63444676837307
2010-06-03,186.18713578136447,133.99263979905453,124.53353393950914,127.37219225300117,104.36006216637723,106.04694761340483,173.5298768341833
2010-06-04,204.50172540070454,173.62886444643604,128.22270071058128,126.06684019726276,98.89675354119262,100.4248690032787,189.50175847527805
2010-06-07,211.7529500127252,170.55079919012854,129.1503588246541,122.69136022495533,114.2731055359103,116.1099663707436,193.5121067356419
2010-06-08,214.4616682241405,165.35498368045566,129.533160101515,126.8294414219369,97.94373237657672,99.55419809713848,195.16293630922203
2010-06-09,179.37334481761212,115.23162465725746,123.00354240581898,88.22868476297013,95.15721139390433,96.55646794480154,168.90958597575
2010-06-10,179.07906429131918,127.6080750465397,122.51518630739783,95.13414438362734,99.50390190381746,101.05642263934816,170.59202600106906
2010-06-11,172.1615185683657,105.27054953281328,122.4561928774374,96.54418718146806,102.41776907016322,104.0200501153352,162.8686399715482
2010-06-14,168.45157759224747,103.98320034935917,122.04046141367355,107.82405999534497,94.5574498316216,95.93116668750027,160.16207649331673
2010-06-15,180.82716492757962,114.21475106165973,125.37718846064027,99.89513459151794,99.86077667803343,101.289027932125,169.14301818646106
2010-06-16,170.52826655799936,105.36826438236837,122.25531855036863,82.45794867326627,104.59583778101309,106.33279681757222,161.93822877971354
2010-06-17,163.02867376043528,105.65079197936397,119.61474978216276,87.77756347887663,93.41614706338808,95.15013849422152,157.91013330503137
2010-06-18,161.98049719027836,112.21347481715418,117.31880593252863,84.79872486226377,98.43583253727851,100.25767839414632,159.03371341381913
2010-06-21,175.40032293247307,131.6003061454112,119.64984336273638,91.44685333830556,93.60199805555843,95.35980349503451,170.51115735998675
2010-06-22,157.43394004604005,90.64112425760054,116.9829241463708,87.88923717045238,80.1005559059994,81.75317999348874,153.8574331485074
2010-06-23,171.7027168414458,106.13523589317951,120.47847025812513,87.12749223406456,101.48741747098337,103.57544549041367,165.2894770650133
2010-06-24,162.92852153873406,102.97644398008971,118.40932738700322,74.99678767721326,74.50997419043192,75.93487917019176,159.2719422928746
2010-06-25,139.5448920750149,66.19480705720943,113.88266346888547,70.34592250697295,77.14915077445961,78.63504624261687,139.16353324778194
2010-06-28,150.27106677282114,80.04283726835463,115.88859456011976,83.4173128592825,87.09163434392075,88.84143828492569,148.93068322573882
2010-06-29,153.82985911887366,88.96679517268204,116.770843785472,79.9959575279402,76.96076088639484,78.5716966699973,152.80808946158817
2010-06-30,153.15165475902606,79.0823036605233,117.26012822207554,92.02952811578709,83.11211456575226,85.11255089650835,150.61893253841856
2010-07-01,165.08912720207857,89.73490218657754,118.86132572653027,82.21175570901411,85.38410856861191,87.37656763641654,160.58002046579318
2010-07-02,182.14271244892652,108.63595926482874,122.68610086138133,93.0486156794107,93.88798033541278,96.17694106566157,174.6169093573832
2010-07-05,182.63547009082325,92.97604727963329,123.7105332519009,82.21347074825945,95.77508488433298,97.93610649990524,172.40170982660646
2010-07-06,197.30613792072842,110.40287893998693,126.3806958276852,103.7890792778504,89.8626233813475,91.98706454884669,184.70765699066615
2010-07-07,187.96100980934622,98.15247903710147,125.22840863943884,92.09820559223361,93.81785736049652,95.90641293683655,176.50964831585674
2010-07-08,191.46017085278464,92.77784279734875,127.84627009388434,103.02028212142875,102.54462404528597,104.93457747315591,177.19577962015998
2010-07-09,173.92835295809977,67.27976861532136,124.7640790164326,84.36577853769428,78.49574531100899,80.25292834841294,161.851905766937
2010-07-12,181.22111441354141,74.72081188505574,126.34977562809698,97.55313581956128,92.19195838988063,94.09230763266729,167.92294873360348
2010-07-13,188.61371227012233,80.76279385842533,127.39800286695368,92.35276121475144,94.46595092325984,96.70690388134861,173.5922701393069
2010-07-14,176.296213575813,71.0965570145466,125.27250046989224,85.17684981768343,72.19578549849075,74.18462304909114,164.13787547935348
2010-07-15,189.61211885780116,82.70988598781715,128.21130637350507,89.97427597078581,90.01692326778424,92.49668277626134,174.57439404488647
2010-07-16,187.9579458831891,76.19375596303583,128.31231115296168,94.58635394918551,96.90095686748957,99.49495624175705,172.21433186607982
2010-07-19,172.64861379727748,68.08696018052764,124.56775187108832,79.57364652069926,69.06204219801612,71.07544920810626,161.4977602411582
2010-07-20,190.92430698166717,84.18673634568373,128.54453811272472,93.94159181596802,79.71383792037209,81.97289840839085,176.57473964603966
2010-07-21,186.79879716186156,69.86822238022114,128.87408521292272,89.5667261810383,76.6479144926022,78.93107294577385,170.64769023725034
2010-07-22,185.10285688759177,61.41209070997765,129.10507112213267,84.0231730613309,75.97625671447035,78.26376186738578,167.6749879014196
2010-07-23,173.65768980237922,48.61287253627469,127.45922600435865,76.18349923181209,68.4304431063993,70.41711528850838,157.26776385203874
2010-07-26,188.0653703510502,59.3712634732448,130.46302419165056,81.01210798435018,78.38520126943415,80.61055897380838,169.42149523810733
2010-07-27,202.93028769805804,68.73222751668514,133.59621050048457,95.32414884418785,68.66370666182755,70.70729166986483,179.9108709745669
2010-07-28,194.74545527512632,61.6088817957631,132.26813601127287,91.74136088391359,82.73218162646884,85.19437512718807,173.2938309564458
2010-07-29,193.55970741773126,62.6843656785433,131.263929751283,90.0761950181714,70.05603477127423,72.03169196215822,173.26850264653436
2010-07-30,187.6487630839998,60.705434699021126,130.3013108244929,90.70953634905429,67.4487312748926,69.45381217212889,169.00400715908376
2010-08-02,186.97339318731983,60.76066983225601,129.73741470822026,87.49934179044104,74.8852813306017,77.20812237633857,169.00599003014017
2010-08-03,197.62584690928696,69.64202162834435,131.4634851290988,77.81091927890466,79.94424436018318,82.49478272715695,177.97476915049157
2010-08-04,190.55332138380243,69.8497706464352,130.4618726915964,93.38830396889986,65.34040353890268,67.5449104259577,173.84896467384104
2010-08-05,184.52265967605763,67.19580657206869,129.14898913313124,84.8900760428849,74.46050965248278,76.88617358814254,169.31059665250783
2010-08-06,196.0016554749553,81.39152916916193,130.27932507916947,93.7901416622789,76.2301087992454,78.74012454070187,180.31814033733386
2010-08-09,167.4826559685897,52.41146244925996,125.5412289784975,73.46798379623588,58.52468261170227,60.42906262382345,156.72559922807284
2010-08-10,163.6258917281706,43.46223788728978,125.3831907497236,70.20789115549141,60.73092274079004,62.78154275231954,151.302373356969
2010-08-11,179.30041493941383,53.23836400429002,128.17499307470828,76.1441001532333,74.1998558885629,76.52672021710275,164.2740840792777
2010-08-12,173.73527266058838,55.47081342275319,125.60483515362333,86.04355259970518,52.326880082035515,54.1147074485327,161.97716793983437
2010-08-13,186.2626163508313,63.82848282967739,128.1968453117096,75.70878040484952,64.67924304231703,66.81390631985329,172.18008497415445
2010-08-16,176.26748064796578,59.13839420925784,125.73951250535715,73.16610629643407,61.71911478234185,63.98879491080145,165.3302952783097
2010-08-17,162.3906639172942,47.75924869151896,122.86212516625069,75.86961747083286,54.72733478208334,56.72061948732761,153.5313615481826
2010-08-18,173.523372370256,54.048436346875114,125.00304234291453,89.09026592371828,55.876955964953346,57.832739192518204,162.53102466761374
2010-08-19,168.71467924056736,52.42979403232467,122.61087029744124,76.46919363387073,49.03347011036176,50.631591311273795,159.68575275779943
2010-08-20,164.79741762372868,50.811122058454586,121.61629125629783,69.63876673810275,62.383045198553006,64.5636382374386,157.00110805180628
2010-08-23,158.52961421600128,43.22719342991014,120.16641753502495,49.44216108054664,47.77412701809586,49.41585364969882,151.22854481993946
2010-08-24,137.4480774411843,27.710098040950307,116.07507616550943,47.95444778241956,42.93862479012962,44.486862163006634,132.73565484083198
2010-08-25,140.20878239489352,30.76802383179914,116.24798804835281,58.74303033548698,46.94093544341621,48.69951502827298,136.15886506289658
2010-08-26,147.1780595473003,28.355911461928205,119.42919977745288,55.87402342759716,44.258985829220016,45.88433218661883,139.35407713561463
2010-08-27,160.9143553823961,35.92139439640977,121.41161363565422,60.53665310116099,47.15209974924491,48.938003157115475,151.76186415139384
2010-08-30,165.64326318417665,37.668388908805234,123.39479984650234,61.658693689331145,56.78552872206741,58.924297981297144,155.4799803539527
2010-08-31,170.05503892994798,36.91152120783003,124.29638152502402,70.65152534800778,43.28373944390778,44.89417066727288,157.8530985421437
2010-09-01,167.46050552275793,30.322610642967938,124.68386184278651,61.01644269243793,53.58044822139136,55.57490171210173,153.18921800918778
2010-09-02,163.6795901373481,28.93964178432539,123.96528894783027,62.07221764269796,50.93268146557205,52.81652688143142,150.44885282190202
2010-09-03,150.7692770662332,23.344778191017877,121.93315640439336,57.263468130587285,44.16493661774217,45.89494245562193,139.7707318678467
2010-09-06,151.17686364834466,24.11141905436107,121.51331470652933,51.389131345112546,36.6643029493618,38.1305559064623,140.82366831738227
2010-09-07,139.20810567024836,20.29398424980794,118.14201361733606,43.64006741037717,41.110774940591824,42.76136840768982,131.75257906711025
2010-09-08,140.5743963915465,18.160115614537478,119.6835443952186,43.285191984516935,39.965198166192856,41.63151811919701,131.0797702011842
2010-09-09,114.79866833768426,10.590417434920683,113.4894527731807,33.167974120598,29.70921839703649,30.931716689615946,110.37089065387265
2010-09-10,109.51204645768833,9.382954346164164,111.84252798403999,33.898428788771184,32.78365255739787,34.11816787268075,105.8009003016934
2010-09-13,115.67078009067848,9.300099466292084,114.64734135865476,32.60456330612046,35.986164375775324,37.44804406650138,109.3184899587671
2010-09-14,125.56698128127586,11.608242963484946,116.63610812400007,37.8221867653885,36.4017751617674,37.789329255845615,118.3352287823791
2010-09-15,121.62709312082653,9.88536132855516,116.2671506925246,36.29061023956115,30.08817847769918,31.12013710442081,114.0063533022608
2010-09-16,123.9941973184802,10.73779606177893,116.59776935873518,39.691773315045076,33.831399667939564,34.990175976239094,116.94472462713097
2010-09-17,118.59444269847164,9.552782336430509,115.11418532324863,36.808843039002056,27.690335150554592,28.605114122371766,112.41197351009984
2010-09-20,114.51216764961714,8.866550402156077,113.94346971082423,33.35508171537512,29.63281535969416,30.620561764980803,109.110773323137
2010-09-21,117.41514944591033,9.973622932237863,113.78939612683267,28.457296192606567,33.68813344743988,34.900124849808996,112.44495194759924
2010-09-22,125.23956961238807,11.92365597152476,115.275625858608,36.088993169919746,33.69114613457839,34.909065846623136,119.7340016053894
2010-09-23,137.9001367202564,12.92497551818657,119.6386270570522,43.04682635013693,38.17247673699944,39.51942668380749,128.24269271521308
2010-09-24,139.44007618107528,13.220484589258733,120.5272011112766,44.50865868087568,37.9133952696596,39.2686432971182,129.30098833062223
2010-09-27,130.1366865892484,11.867823238770937,118.39256553818855,39.52484184638281,20.594108930811885,21.299129590685368,122.46819167844367
2010-09-28,130.30665610596054,10.52308726700254,119.04130661225925,30.416070185752364,26.087181088742202,26.942745907439132,121.07368155024503
2010-09-29,143.57129305154146,12.398957614568232,122.49205423388022,40.71061132316525,28.28591003790369,29.238747663865023,131.13196639457038
2010-09-30,136.029662315923,11.695857438631933,121.14243908578953,33.99726466249565,30.628606907480258,31.695176115270506,125.58807760176286
2010-10-01,131.8203014187323,11.378385431708374,120.01302233580522,36.32054894020232,24.663934674599165,25.53553545425356,122.70490789893572
2010-10-04,137.4068897546534,13.3125374274668,121.41241963971854,37.05125970457451,26.527776464859627,27.521346138272197,128.07836114573553
2010-10-05,132.59258564627285,12.249645024793839,121.04119832041354,33.78996456230661,24.07424440243211,25.031954027575065,123.81146792571909
2010-10-06,129.73966068279236,14.01439771465083,119.353126756039,37.45535693968339,24.213002596793025,25.199551741016435,123.836165970571
2010-10-07,137.16931127052968,14.821067944512741,122.39259078984136,40.379399593823315,31.442337892104852,32.72531119970518,128.52035726480722
2010-10-08,135.17566482981576,16.223570672013,120.65642354034897,32.8170828514291,30.59747734476572,31.90069209956645,128.83769025936985
2010-10-11,127.01721977256437,12.850630585938061,119.50516963182433,31.51259622546785,28.619747474757844,29.823657377543885,120.6149473961664
2010-10-12,116.17396555960578,11.726957037814728,116.02108896362853,28.789010617059716,26.94507372894046,28.06037267015288,112.88512381285048
2010-10-13,108.35149127560807,10.054735272059125,113.59822202722255,26.04873359551817,22.837612089384237,23.771249076846903,106.09526114123862
2010-10-14,121.3434530114467,13.69822506695753,116.254814538179,31.31068371584109,26.759962749901923,27.832830604019072,118.23301998920982
2010-10-15,131.83565967365385,15.472759102999218,118.90816852304613,30.788931101734086,22.661627859571176,23.633380285931896,126.43115701099507
2010-10-18,130.61839936375682,14.805897873243332,118.04877970747216,35.129744214937034,22.801045400198067,23.793877907138665,125.45571637985428
2010-10-19,127.9325722724453,13.981769112415602,116.8444540447157,32.56164239400721,25.965864637693507,27.08839384683658,123.40247911251593
2010-10-20,122.98461338328745,13.173747163788633,115.63882918335503,36.27238896277866,21.263463751273424,22.143720585439404,119.5280414352879
2010-10-21,90.46569493081631,3.857731645446069,107.92350999729928,20.48751875151346,17.574877690291494,18.31597820125091,90.62799820200841
2010-10-22,85.33379218717954,3.6534759787228213,106.18964642328149,19.771080027315968,19.654431801984437,20.49004227431034,86.70311963344142
2010-10-25,77.04253760248595,3.103361502927963,103.33800321000305,13.399656717725467,20.79681566850497,21.65986684468318,79.8669356737534
2010-10-26,73.09651575810456,2.920989691992217,101.26846885213178,16.615691493157005,17.131697886289345,17.843266157319707,76.77484940916234
2010-10-27,72.2580392359322,2.6345205081008527,100.52926128851662,13.248180379466662,17.458944378482705,18.15406305165686,75.65745624808548
2010-10-28,71.86476316493774,2.4167055128194797,101.35813170246546,15.83343634494484,16.03304477690383,16.706009877893443,74.74252754186818
2010-10-29,68.66736327217066,2.2907193366494227,99.70978401854767,12.204091044825013,15.747286236335357,16.410638267492388,72.15387243427628
2010-11-01,69.87975146323517,2.372941150890047,101.15128877153204,12.213643082969421,15.95726930846042,16.66470644089898,72.93232328672273
2010-11-02,71.91497353026256,2.432794195866476,101.81259314098327,10.770786661570678,15.661012712573898,16.35031746665936,74.44626564354537
2010-11-03,75.0194235164288,2.542700139416297,103.10440919730311,12.170948948800355,18.29151784042129,19.057392993230483,76.82867869812274
2010-11-04,73.97115039042606,2.2460230104442087,103.6298434336301,12.989053101814749,15.563999508382091,16.175385709575654,75.27121672039333
2010-11-05,60.1935982483802,1.2915099885797086,98.89880415565646,7.686528660821196,14.417125169625018,14.993225474561177,62.974904089139265
